pseudoID;submitdate;lastpage;startlanguage;seed;startdate;datestamp;refurl;timePoint;Einv;studyGroup;AppName;Bew1;Bew2;Bew3;Bew4;Bew5;Bew6;STG;Habit[Habit1];Habit[Habit2];Habit[Habit3];Habit[Habit4];Intention1[Int1];Intention2[Int2];Intention3[Int3];Att1[Att1];Att2[Att2];Att3[Att3];Att4[Att4];Att5[Att5];Norm1[Norm1];Norm2[Norm2];Norm3[Norm3];ACheck1[ACheck1];Norm4[Norm4];Norm5[Norm5];Norm6[Norm6];Control1[Con1];Control2[Con2];Control3[Con3];Control4[Con4];KIM[IntVer1];KIM[IntVer2];KIM[IntVer3];KIM[wKomp1];KIM[wKomp2];KIM[wKomp3];KIM[wWahl1];KIM[wWahl2];KIM[wWahl3];KIM[DrAn1];KIM[DrAn2];KIM[DrAn3];KIM[ACheck2];ZiMo[discat1];ZiMo[discat2];ZiMo[discat3];ZiMo[discat4];ZiMo[discat5];ZiMo[enjoy1];ZiMo[enjoy2];ZiMo[enjoy3];ZiMo[fit1];ZiMo[fit2];ZiMo[fit3];ZiMo[heal1];ZiMo[heal2];ZiMo[heal3];ZiMo[comper1];ZiMo[comper2];ZiMo[comper3];ZiMo[aes1];ZiMo[aes2];ZiMo[con1];ZiMo[con2];ZiMo[con3];ZiMo[con4];ZiMo[con5];ZiMo[figapp1];ZiMo[figapp2];ZiMo[figapp3];ZiMo[risk1];ZiMo[risk2];ZiMo[risk3];ZiMo[ACheck3];MotivComp[MotivComp1];MotivComp[MotivComp2];MotivComp[MotivComp3];MotivComp[MotivComp4];VolSelf[VolSelf1];VolSelf[VolSelf2];VolSelf[VolSelf3];ActionPlan[ActionPlan1];ActionPlan[ActionPlan2];ActionPlan[ActionPlan3];ActionPlan[ActionPlan4];Geb;Ges;Ges[other];Ethn[Eu];Ethn[Eucomment];Ethn[As];Ethn[Ascomment];Ethn[Am];Ethn[Amcomment];Ethn[Af];Ethn[Afcomment];Ethn[AuNe];Ethn[AuNecomment];Ethn[LaAa];Ethn[LaAacomment];Ethn[Noe];Ethn[Noecomment];Ethn[In];Ethn[Incomment];Ethn[other];Ethn[othercomment];Wohn;Wohn[other];Edu;Prof;Prof[other];Einko;Einko[other];Branche;AlltagAbl[AufWa];AlltagAbl[StaProf]; ;AlltagAbl[BettZeit];AlltagAbl[PausDau];AlltagAbl[FreiDau];PhoneSystem[other];AppUseGeneral;QualAppGeneral;AppUseStudy;AppUseDays;TransferAppDetail;TAM[WA1];TAM[WA2];TAM[WA3];TAM[WN1];TAM[WN2];TAM[WN3];TAM[WN4];TAM[WB1];TAM[WB2];TAM[WB3];TAM[WB4];TAM[WF1];TAM[WF2];TAM[WF3];TAM[WF4];TAM[WV1];TAM[WV2];TAM[WV3];TAM[WV4];TAM[NI1];TAM[NI2];TAM[NI3];TAM[NI4];QualPos;QualNeg;otherAppUse;QualOthApp;SystemLink;eMailValidIG;eMailValidKG;interviewtime;groupTime19488;groupTime19449;groupTime19489;groupTime19452;groupTime19451;groupTime19453;groupTime19454;groupTime19455;groupTime19456;groupTime19458;groupTime19461;groupTime19862;groupTime19863;groupTime19864;groupTime19450;groupTime19487;groupTime19486;groupTime19491;groupTime19462
MQA78RAP;19.03.2026 16:46;10;de;910477;19.03.2026 16:22;19.03.2026 16:46;;T2;Ja;91;Studien KI-App;0 Tage;;2 Tage;26;7 Tage;35;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;3;3;3;5;4;4;7;5;5;5;7;5;4;5;;2;1;1;3;4;4;3;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;;5;5;5;5;5;4;4;3;4;3;4;5;5;5;1;1;1;5;5;5;5;4;5;4;5;4;5;4;3;3;;5;4;5;5;1;1;2;3;3;3;3;2002;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Studierend;;> 4500 CHF;;Bildung;06:00:00;07:15:00;16:00:00;23:45;17;241;;Ja;Google Fit;Ja;3;Mehrmals pro Woche;5;4;4;5;6;5;5;5;3;5;4;4;5;5;5;5;5;4;4;4;6;5;6;Motivierend;Teilweise unklar;Ja;Samsung Watch;SYS-005382;Ja;;1462;;;;;;;;;;;;;;;;;;;
KIANOUOF;19.03.2026 16:46;10;de;910477;19.03.2026 16:22;19.03.2026 16:46;;T2;Ja;91;Studien KI-App;0 Tage;;2 Tage;26;7 Tage;35;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;3;3;3;3;5;4;4;7;5;5;5;7;5;4;5;;2;1;1;3;4;4;3;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;1 - stimmt wenig;2 - stimmt teils-teils;1 - stimmt wenig;;5;5;5;5;5;4;4;3;4;3;4;5;5;5;1;1;1;5;5;5;5;4;5;4;5;4;5;4;3;3;;5;4;5;5;1;1;2;3;3;3;3;2002;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Studierend;;> 4500 CHF;;Bildung;06:00:00;07:15:00;16:00:00;23:45;17;241;;Ja;Google Fit;Ja;3;Mehrmals pro Woche;5;4;4;5;6;5;5;5;3;5;4;4;5;5;5;5;5;4;4;4;6;5;6;Motivierend;Teilweise unklar;Ja;Samsung Watch;SYS-005382;Ja;;1462;;;;;;;;;;;;;;;;;;;
2PNJKA34;19.03.2026 19:47;13;de;739640;19.03.2026 19:42;19.03.2026 19:47;;T3;Ja;91;;0 Tage;;1 Tag;35;4 Tage;39;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;2;7;7;7;6;6;5;6;5;5;5;3;;2;1;1;3;3;4;3;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;4;5;5;2;4;5;4;4;4;4;5;5;4;;;;5;5;5;5;5;5;5;5;4;5;2;2;2;;4;5;5;4;2;;2;3;4;2;3;2002;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;> 4500 CHF;;IT;07:15:00;10:00:00;19:30:00;24:45;89;267;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Fitbit;SYS-005582;Ja;;331;;;;;;;;;;;;;;;;;;;
MQA78RAP;19.03.2026 19:47;13;de;739640;19.03.2026 19:42;19.03.2026 19:47;;T3;Ja;91;;0 Tage;;1 Tag;35;4 Tage;39;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;2;7;7;7;6;6;5;6;5;5;5;3;;2;1;1;3;3;4;3;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;4;5;5;2;4;5;4;4;4;4;5;5;4;;;;5;5;5;5;5;5;5;5;4;5;2;2;2;;4;5;5;4;2;;2;3;4;2;3;2002;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;> 4500 CHF;;IT;07:15:00;10:00:00;19:30:00;24:45;89;267;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Fitbit;SYS-005582;Ja;;331;;;;;;;;;;;;;;;;;;;
KIANOUOF;19.03.2026 19:47;13;de;739640;19.03.2026 19:42;19.03.2026 19:47;;T3;Ja;91;;0 Tage;;1 Tag;35;4 Tage;39;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;1;1;1;2;7;7;7;6;6;5;6;5;5;5;3;;2;1;1;3;3;4;3;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;4;5;5;2;4;5;4;4;4;4;5;5;4;;;;5;5;5;5;5;5;5;5;4;5;2;2;2;;4;5;5;4;2;;2;3;4;2;3;2002;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Angestellt;;> 4500 CHF;;IT;07:15:00;10:00:00;19:30:00;24:45;89;267;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Fitbit;SYS-005582;Ja;;331;;;;;;;;;;;;;;;;;;;
0ONJPI16;19.03.2026 13:31;11;de;534323;19.03.2026 13:03;19.03.2026 13:31;;T1;Ja;91;;0 Tage;;2 Tage;20;7 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;1;4;3;4;7;7;7;;7;6;6;6;;6;3;4;3;2;5;4;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;;;;5;5;5;5;5;5;4;4;5;4;3;3;4;5;5;5;5;5;5;5;4;5;5;3;3;3;;5;5;4;5;3;3;4;1;2;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;Bergbau in der Mine;07:00:00;08:15:00;19:45:00;23:15;27;232;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005183;Ja;;1700;;;;;;;;;;;;;;;;;;;
3YK03O4G;19.03.2026 13:31;11;de;534323;19.03.2026 13:03;19.03.2026 13:31;;T1;Ja;91;;0 Tage;;2 Tage;20;7 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;1;4;3;4;7;7;7;;7;6;6;6;;6;3;4;3;2;5;4;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;;;;5;5;5;5;5;5;4;4;5;4;3;3;4;5;5;5;5;5;5;5;4;5;5;3;3;3;;5;5;4;5;3;3;4;1;2;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;Bergbau in der Mine;07:00:00;08:15:00;19:45:00;23:15;27;232;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005183;Ja;;1700;;;;;;;;;;;;;;;;;;;
KWWJWGAB;19.03.2026 13:31;11;de;534323;19.03.2026 13:03;19.03.2026 13:31;;T1;Ja;91;;0 Tage;;2 Tage;20;7 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;2;2;1;1;4;3;4;7;7;7;;7;6;6;6;;6;3;4;3;2;5;4;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;2 - stimmt teils-teils;4 - stimmt völlig;3 - stimmt ziemlich;2 - stimmt teils-teils;1 - stimmt wenig;1 - stimmt wenig;;;;;;5;5;5;5;5;5;4;4;5;4;3;3;4;5;5;5;5;5;5;5;4;5;5;3;3;3;;5;5;4;5;3;3;4;1;2;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;3000-4000 CHF;;Bergbau in der Mine;07:00:00;08:15:00;19:45:00;23:15;27;232;;Ja;Google Fit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005183;Ja;;1700;;;;;;;;;;;;;;;;;;;
0ONJPI16;19.03.2026 16:40;16;de;380123;19.03.2026 16:23;19.03.2026 16:40;;T2;Ja;91;Studien KI-App;0 Tage;;4 Tage;26;7 Tage;53;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;;3;2;6;6;7;7;7;7;7;7;6;7;7;;4;4;6;5;5;4;4;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;5;5;5;4;5;5;5;;;;5;5;5;5;4;4;5;4;4;5;5;5;5;4;4;5;2;3;2;;5;;5;5;4;4;4;;1;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;05:00:00;09:15:00;20:15:00;21:30;88;65;;Ja;Samsung Watch;Ja;4;Mehrmals pro Woche;4;5;4;5;4;7;7;5;5;4;4;5;7;5;5;4;5;4;5;5;5;5;5;Einfach zu nutzen;Keine negativen Punkte;Ja;Google Fit;SYS-005383;Ja;;1060;;;;;;;;;;;;;;;;;;;
3YK03O4G;19.03.2026 16:40;16;de;380123;19.03.2026 16:23;19.03.2026 16:40;;T2;Ja;91;Studien KI-App;0 Tage;;4 Tage;26;7 Tage;53;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;;3;2;6;6;7;7;7;7;7;7;6;7;7;;4;4;6;5;5;4;4;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;5;5;5;4;5;5;5;;;;5;5;5;5;4;4;5;4;4;5;5;5;5;4;4;5;2;3;2;;5;;5;5;4;4;4;;1;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;05:00:00;09:15:00;20:15:00;21:30;88;65;;Ja;Samsung Watch;Ja;4;Mehrmals pro Woche;4;5;4;5;4;7;7;5;5;4;4;5;7;5;5;4;5;4;5;5;5;5;5;Einfach zu nutzen;Keine negativen Punkte;Ja;Google Fit;SYS-005383;Ja;;1060;;;;;;;;;;;;;;;;;;;
KWWJWGAB;19.03.2026 16:40;16;de;380123;19.03.2026 16:23;19.03.2026 16:40;;T2;Ja;91;Studien KI-App;0 Tage;;4 Tage;26;7 Tage;53;Ja, und ich bin seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;;3;2;6;6;7;7;7;7;7;7;6;7;7;;4;4;6;5;5;4;4;4 - stimmt völlig;4 - stimmt völlig;;4 - stimmt völlig;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;;5;5;5;5;4;5;5;5;;;;5;5;5;5;4;4;5;4;4;5;5;5;5;4;4;5;2;3;2;;5;;5;5;4;4;4;;1;2;2;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;4000-4500 CHF;;Bergbau in der Mine;05:00:00;09:15:00;20:15:00;21:30;88;65;;Ja;Samsung Watch;Ja;4;Mehrmals pro Woche;4;5;4;5;4;7;7;5;5;4;4;5;7;5;5;4;5;4;5;5;5;5;5;Einfach zu nutzen;Keine negativen Punkte;Ja;Google Fit;SYS-005383;Ja;;1060;;;;;;;;;;;;;;;;;;;
0ONJPI16;19.03.2026 19:49;18;de;694710;19.03.2026 19:43;19.03.2026 19:49;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;4;4;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;3000-4000 CHF;;Bergbau in der Mine;08:45:00;10:30:00;16:15:00;24:15;56;144;;Ja;Fitbit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005583;Ja;;413;;;;;;;;;;;;;;;;;;;
3YK03O4G;19.03.2026 19:49;18;de;694710;19.03.2026 19:43;19.03.2026 19:49;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;4;4;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;3000-4000 CHF;;Bergbau in der Mine;08:45:00;10:30:00;16:15:00;24:15;56;144;;Ja;Fitbit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005583;Ja;;413;;;;;;;;;;;;;;;;;;;
KWWJWGAB;19.03.2026 19:49;18;de;694710;19.03.2026 19:43;19.03.2026 19:49;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;4;4;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;1970;Männlich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Berufsausbildung;Selbständig;;3000-4000 CHF;;Bergbau in der Mine;08:45:00;10:30:00;16:15:00;24:15;56;144;;Ja;Fitbit;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005583;Ja;;413;;;;;;;;;;;;;;;;;;;
TGDJZ0IF;19.03.2026 13:23;17;de;949077;19.03.2026 13:04;19.03.2026 13:23;;T1;Ja;91;;0 Tage;;1 Tag;22;4 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;2;3;3;3;3;3;;5;5;4;;3;3;3;;4;;3;4;5;4;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;;;;;2;4;3;3;4;4;4;;;;3;4;3;;;4;4;4;3;4;;;;4;3;3;;5;4;4;;2;4;3;1;1;1;1;1983;Weiblich;;;;;;Ja;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:15:00;09:15:00;16:15:00;21:00;55;287;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005184;Ja;;1143;;;;;;;;;;;;;;;;;;;
RML29Q2L;19.03.2026 13:23;17;de;949077;19.03.2026 13:04;19.03.2026 13:23;;T1;Ja;91;;0 Tage;;1 Tag;22;4 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;2;3;3;3;3;3;;5;5;4;;3;3;3;;4;;3;4;5;4;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;;;;;2;4;3;3;4;4;4;;;;3;4;3;;;4;4;4;3;4;;;;4;3;3;;5;4;4;;2;4;3;1;1;1;1;1983;Weiblich;;;;;;Ja;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:15:00;09:15:00;16:15:00;21:00;55;287;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005184;Ja;;1143;;;;;;;;;;;;;;;;;;;
48C1CQG4;19.03.2026 13:23;17;de;949077;19.03.2026 13:04;19.03.2026 13:23;;T1;Ja;91;;0 Tage;;1 Tag;22;4 Tage;35;Ja, aber ich bin noch nicht seit mehr als 6 Monaten regelmässig körperlich aktiv.;4;2;3;3;3;3;3;;5;5;4;;3;3;3;;4;;3;4;5;4;5;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;3 - stimmt ziemlich;;;;;;2;4;3;3;4;4;4;;;;3;4;3;;;4;4;4;3;4;;;;4;3;3;;5;4;4;;2;4;3;1;1;1;1;1983;Weiblich;;;;;;Ja;;;;;;;;;;;;;;Schweiz;;Bachelor;Angestellt;;< 2000 CHF;;Büro;07:15:00;09:15:00;16:15:00;21:00;55;287;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005184;Ja;;1143;;;;;;;;;;;;;;;;;;;
TGDJZ0IF;19.03.2026 16:31;18;de;582933;19.03.2026 16:24;19.03.2026 16:31;;T2;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;4;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;2000-3000 CHF;;Gesundheit;08:00:00;08:15:00;16:45:00;22:15;54;116;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005384;Ja;;429;;;;;;;;;;;;;;;;;;;
RML29Q2L;19.03.2026 16:31;18;de;582933;19.03.2026 16:24;19.03.2026 16:31;;T2;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;4;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;2000-3000 CHF;;Gesundheit;08:00:00;08:15:00;16:45:00;22:15;54;116;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005384;Ja;;429;;;;;;;;;;;;;;;;;;;
48C1CQG4;19.03.2026 16:31;18;de;582933;19.03.2026 16:24;19.03.2026 16:31;;T2;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;4;;;;;;;;;;;;;;;;;;;;2;3;3;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Master;Angestellt;;2000-3000 CHF;;Gesundheit;08:00:00;08:15:00;16:45:00;22:15;54;116;;Ja;Apple Health;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Samsung Watch;SYS-005384;Ja;;429;;;;;;;;;;;;;;;;;;;
TGDJZ0IF;19.03.2026 20:00;13;de;838241;19.03.2026 19:44;19.03.2026 20:00;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;4;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Obligatorische Schule;Arbeitslos;;< 2000 CHF;;Bergbau in der Mine;05:45:00;10:00:00;17:45:00;21:45;64;343;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005584;Ja;;967;;;;;;;;;;;;;;;;;;;
RML29Q2L;19.03.2026 20:00;13;de;838241;19.03.2026 19:44;19.03.2026 20:00;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;4;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Obligatorische Schule;Arbeitslos;;< 2000 CHF;;Bergbau in der Mine;05:45:00;10:00:00;17:45:00;21:45;64;343;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005584;Ja;;967;;;;;;;;;;;;;;;;;;;
48C1CQG4;19.03.2026 20:00;13;de;838241;19.03.2026 19:44;19.03.2026 20:00;;T3;Ja;91;;;;;;;;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;2;4;;;;;;;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1983;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Obligatorische Schule;Arbeitslos;;< 2000 CHF;;Bergbau in der Mine;05:45:00;10:00:00;17:45:00;21:45;64;343;;Ja;Samsung Watch;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;Apple Health;SYS-005584;Ja;;967;;;;;;;;;;;;;;;;;;;
33E1I1P0;19.03.2026 13:12;13;de;265170;19.03.2026 13:05;19.03.2026 13:12;;T1;Ja;24;;0 Tage;;1 Tag;17;3 Tage;31;Nein, und ich plane auch nicht, in den nächsten 6 Monaten regelmässig körperlich aktiv zu werden.;4;4;4;4;;4;4;;5;4;4;4;5;5;4;;5;6;6;6;4;7;5;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;4 - stimmt völlig;2 - stimmt teils-teils;3 - stimmt ziemlich;4 - stimmt völlig;3 - stimmt ziemlich;3 - stimmt ziemlich;2 - stimmt teils-teils;2 - stimmt teils-teils;2 - stimmt teils-teils;;4;4;5;5;4;4;4;4;5;5;5;4;4;5;2;2;1;;;3;4;5;4;3;;;;3;3;2;;5;5;4;5;2;3;3;2;2;3;3;1994;Weiblich;;Ja;;;;;;;;;;;;;;;;;;Schweiz;;Matura;Angestellt;;> 4500 CHF;;Büro;08:00:00;08:30:00;17:00:00;23:00;52;298;;Nein;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nein;;SYS-005185;;Ja;466;;;;;;;;;;;;;;;;;;;
